airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
Thai Airways,8.0,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,3.0,4.0,4.0,4.0,4.0,1,melbourne,phuket ,2017,August
Thai Airways,2.0,Boeing 747,Business,Business Class,3.0,3.0,3.0,3.0,1.0,1.0,1,hong kong,bangkok,2017,August
Thai Airways,3.0,Boeing 747,Business,Business Class,2.0,5.0,2.0,1.0,1.0,2.0,-1,denpasar,bangkok,2017,August
Thai Airways,6.0,Boeing 777,Solo Leisure,Economy Class,3.0,2.0,3.0,3.0,4.0,3.0,-1,brussels,bangkok,2017,January
Thai Airways,4.0,Boeing 777 / 787,Couple Leisure,Economy Class,3.0,3.0,3.0,2.0,2.0,3.0,-1,bangalore,brisbane ,2017,July
Thai Airways,9.0,A380,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,3.0,5.0,1,paris,bangkok,2017,June
Thai Airways,9.0,Boeing 777,Family Leisure,Economy Class,4.0,4.0,3.0,2.0,3.0,5.0,1,bangkok,jakarta,2017,June
Thai Airways,9.0,A380,Solo Leisure,First Class,5.0,5.0,4.0,5.0,5.0,5.0,1,bangkok,frankfurt,2017,July
Thai Airways,3.0,A330-300,Family Leisure,Economy Class,3.0,3.0,2.0,2.0,3.0,5.0,1,bangkok,hong kong,2017,July
Thai Airways,8.0,Boeing 777-200 and A380-800,Solo Leisure,Economy Class,3.0,4.0,4.0,4.0,4.0,4.0,-1,melbourne,osaka ,2017,July
Thai Airways,10.0,Boeing 747 / A380,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,3.0,1,hong kong,london ,2017,July
Thai Airways,10.0,A380-800,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,paris cdg,bangkok suvarnabhumi,2017,June
Thai Airways,6.0,Boeing 777-300ER,Couple Leisure,Economy Class,3.0,3.0,2.0,3.0,3.0,3.0,1,frankfurt,bangkok,2017,March
Thai Airways,10.0,Boeing 777-300,Business,Economy Class,5.0,4.0,5.0,4.0,5.0,5.0,1,bangkok,kuala lumpur,00:00:00,2017-05-01
Thai Airways,8.0,Boeing 777,Business,Economy Class,3.0,4.0,4.0,4.0,3.0,3.0,1,bangkok,manila,2017,June
Thai Airways,5.0,Boeing 747-400,Couple Leisure,Economy Class,1.0,2.0,3.0,1.0,3.0,3.0,1,bangkok,munich,2017,June
Thai Airways,10.0,Boeing 777,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london heathrow,bangkok,2017,June
Thai Airways,6.0,Boeing 747,Solo Leisure,Economy Class,3.0,4.0,5.0,3.0,4.0,3.0,1,bangkok,tokyo haneda,00:00:00,2017-05-01
Thai Airways,9.0,Boeing 777-300,Family Leisure,Economy Class,3.0,5.0,4.0,5.0,5.0,4.0,1,zurich,bangkok,2017,January
Thai Airways,2.0,A330,Family Leisure,Business Class,3.0,1.0,3.0,2.0,1.0,1.0,-1,bangkok,phuket,2017,June
Thai Airways,8.0,Boeing 777-200,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,3.0,4.0,1,manila,bangkok,00:00:00,2017-05-01
Thai Airways,4.0,A380,Couple Leisure,Economy Class,3.0,3.0,2.0,3.0,3.0,2.0,1,bangkok,london,00:00:00,2017-05-01
Thai Airways,9.0,Boeing 777-300 / 777-200,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,manila,hanoi ,2017,April
Thai Airways,1.0,Boeing 777,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,-1,bangkok,london,2017,February
Thai Airways,7.0,A350-900,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,bangkok,singapore,2017,March
Thai Airways,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.0,5.0,-1,singapore,bangkok,2017,March
Thai Airways,9.0,Boeing 787,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,perth,bangkok,2017,March
Thai Airways,8.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,chennai,hong kong ,2017,March
Thai Airways,9.0,Boeing 777-300ER,Couple Leisure,Business Class,5.0,4.0,4.0,4.0,5.0,5.0,1,bangkok,phuket,2017,March
Thai Airways,10.0,Boeing 777,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,4.0,1,kuala lumpur,bangkok,2017,March
Thai Airways,10.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bangkok,copenhagen,2017,February
Thai Airways,9.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,copenhagen,bangkok,2017,February
Thai Airways,6.0,A380,Couple Leisure,Business Class,3.0,3.0,4.0,3.0,3.0,3.0,-1,bangkok,frankfurt,2017,January
Thai Airways,7.0,A330,Couple Leisure,Economy Class,4.0,3.0,4.0,3.0,3.0,4.0,1,singapore,hanoi ,2017,February
Thai Airways,9.0,Boeing 747 & Boeing 777,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,sydney,delhi ,2017,February
Thai Airways,9.0,Boeing 777,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,singapore,chiang rai ,2017,February
Thai Airways,4.0,Boeing 777-200 / A330,Solo Leisure,Business Class,1.0,2.0,2.0,3.0,4.0,3.0,1,hyderabad,phuket ,2017,February
Thai Airways,6.0,Boeing 747-400,Family Leisure,Economy Class,4.0,3.0,1.0,5.0,2.0,5.0,1,phuket,bangkok,2017,February
Thai Airways,1.0,A330/A380,Solo Leisure,Economy Class,2.0,1.0,1.0,2.0,3.0,1.0,-1,krabi,frankfurt ,2017,February
Thai Airways,10.0,A350,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bangkok,singapore,2017,February
Thai Airways,7.0,Boeing 747-400,Solo Leisure,Business Class,3.0,5.0,3.0,2.0,5.0,5.0,1,kuala lumpur,bangkok,2017,February
Thai Airways,8.0,Boeing 787-9,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,1,chiang mai,bangkok,2017,January
Thai Airways,8.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,5.0,5.0,1,chiang mai,london ,2017,February
Thai Airways,3.0,A380,Couple Leisure,Economy Class,3.0,4.0,3.0,2.0,3.0,3.0,-1,phuket,frankfurt ,2016,December
Thai Airways,6.0,A380,Couple Leisure,Economy Class,3.0,1.0,4.0,4.0,1.0,4.0,-1,london,bangkok,2016,December
Thai Airways,2.0,Boeing 747-400,Couple Leisure,Business Class,2.0,2.0,2.0,2.0,2.0,1.0,-1,bangkok,tokyo,2017,January
Thai Airways,1.0,A380 / A330,Solo Leisure,Economy Class,3.0,1.0,3.0,3.0,1.0,1.0,-1,fra,kbv ,2017,January
Thai Airways,8.0,Boeing 787-8,Business,Economy Class,3.0,4.0,3.0,5.0,4.0,4.0,1,sin,bkk,2017,January
Thai Airways,4.0,Boeing 747-400,Business,Business Class,1.0,3.0,3.0,1.0,3.0,1.0,-1,sydney,bangkok,2017,January
Thai Airways,9.0,Boeing 777-300 & A380,Business,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,1,mnl,fra ,2016,December
Thai Airways,10.0,Boeing 777-200,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,mnl,akl ,2016,December
Thai Airways,7.0,Boeing 777-300ER,Couple Leisure,Business Class,5.0,3.0,3.0,4.0,4.0,3.0,-1,bkk,zrh,2016,October
Thai Airways,7.0,A330-300,Family Leisure,Business Class,5.0,5.0,3.0,3.0,4.0,5.0,1,bkk,hkg,2016,December
Thai Airways,7.0,A380,Family Leisure,Business Class,3.0,4.0,4.0,3.0,4.0,5.0,1,hkg,bkk,2016,December
Thai Airways,8.0,A330 & Boeing 777-200ER,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,5.0,4.0,1,icn,mel,2016,December
Thai Airways,2.0,A330,Couple Leisure,Economy Class,1.0,1.0,3.0,2.0,2.0,4.0,-1,dxb,cgk ,2016,December
Thai Airways,8.0,A380 & Boeing 777,Couple Leisure,Economy Class,4.0,5.0,3.0,3.0,4.0,4.0,1,lhr,bkk,2016,December
Thai Airways,2.0,Boeing 747-400,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,1.0,3.0,-1,syd,bkk,2016,December
Thai Airways,7.0,A380,Business,Business Class,2.0,2.0,2.0,1.0,4.0,4.0,-1,fra,bkk,2016,December
Thai Airways,10.0,A380,Business,Business Class,5.0,5.0,4.0,3.0,4.0,5.0,1,bkk,fra,2016,December
Thai Airways,3.0,Boeing 777-300ER,Family Leisure,Economy Class,5.0,1.0,1.0,4.0,3.0,4.0,-1,bkk,kul,2016,December
Thai Airways,8.0,Boeing 777,Business,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,1,mnl,bkk,2016,December
Thai Airways,8.0,Boeing 777,Business,Economy Class,5.0,5.0,5.0,4.0,4.0,4.0,1,bkk,mnl,2016,December
Thai Airways,9.0,Boeing 787,Business,Business Class,5.0,5.0,4.0,5.0,5.0,5.0,1,per,bkk,2016,November
Thai Airways,8.0,Boeing 777-300ER,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,3.0,4.0,1,hkt,bru ,2016,November
Thai Airways,9.0,Boeing 777-200,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,4.0,5.0,1,mel,bkk,2016,November
Thai Airways,4.0,Boeing 777-200 / 787,Couple Leisure,Business Class,1.0,5.0,3.0,2.0,4.0,2.0,1,mel,sgn ,2016,November
Thai Airways,5.0,Boeing 777-200,Couple Leisure,Economy Class,3.0,3.0,1.0,2.0,3.0,3.0,1,mnl,bkk,2016,November
Thai Airways,6.0,Boeing 777-300,Couple Leisure,Economy Class,3.0,4.0,1.0,4.0,3.0,3.0,1,bkk,osl,2016,November
Thai Airways,9.0,Boeing 777-300,Business,Economy Class,4.0,4.0,4.0,3.0,5.0,5.0,1,bkk,kul,2016,October
Thai Airways,7.0,A330-300,Business,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,bkk,nrt,2016,October
Thai Airways,7.0,Boeing 747-400,Business,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,hnd,bkk,2016,October
Thai Airways,9.0,Boeing 777-300ER,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,1,pen,lhr ,2016,September
Thai Airways,7.0,Boeing 777,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,4.0,3.0,-1,bkk,lhr,2016,October
Thai Airways,8.0,Boeing 787,Business,Business Class,5.0,5.0,4.0,3.0,5.0,5.0,1,bne,bkk,2016,October
Thai Airways,2.0,A380,Business,Business Class,3.0,1.0,2.0,3.0,3.0,2.0,-1,bkk,lhr,2016,October
Thai Airways,9.0,Boeing 777,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,5.0,1,bkk,lhr,2016,October
Thai Airways,2.0,Boeing 747,Couple Leisure,Business Class,2.0,1.0,1.0,3.0,3.0,2.0,-1,bkk,syd,2016,October
Thai Airways,2.0,Boeing 747-400,Couple Leisure,Business Class,1.0,2.0,1.0,3.0,4.0,1.0,-1,muc,mel ,2016,October
Thai Airways,10.0,Boeing 747-400,Solo Leisure,First Class,4.0,5.0,4.0,4.0,5.0,4.0,1,hkg,syd ,2016,September
Thai Airways,8.0,Boeing 777 / A380-800,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,3.0,4.0,1,can,lhr ,2016,August
Thai Airways,8.0,A380,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,4.0,4.0,1,nrt,lhr ,2016,August
Thai Airways,8.0,Boeing 787 Dreamliner,Solo Leisure,Economy Class,4.0,2.0,2.0,4.0,4.0,3.0,1,bkk,bne,2016,September
Thai Airways,6.0,A330-300 / Boeing 747-400,Solo Leisure,Economy Class,2.0,4.0,3.0,2.0,4.0,3.0,1,cmb,syd ,2016,September
Thai Airways,9.0,Boeing 747-400,Business,Business Class,3.0,5.0,5.0,3.0,4.0,5.0,1,bkk,mxp,2016,September
Thai Airways,6.0,Boeing 747-400,Solo Leisure,Economy Class,3.0,4.0,3.0,3.0,4.0,4.0,1,syd,maa ,2016,September
Thai Airways,10.0,A380,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,bkk,cdg,2016,September
Thai Airways,10.0,Boeing 747-400,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bkk,hnd,2016,September
Thai Airways,6.0,Boeing 777-300,Solo Leisure,Business Class,5.0,1.0,5.0,4.0,3.0,5.0,1,bkk,icn,2016,August
Thai Airways,9.0,A380 / A330 / Boeing 777,Couple Leisure,Economy Class,4.0,4.0,5.0,4.0,5.0,5.0,1,lhr,hkt ,2016,July
Thai Airways,7.0,Boeing 777-300ER,Couple Leisure,Business Class,5.0,3.0,3.0,4.0,4.0,3.0,1,bkk,cph,2016,August
Thai Airways,10.0,Boeing 777-300ER,Business,Economy Class,5.0,5.0,4.0,3.0,5.0,4.0,1,fra,bkk,2016,August
Thai Airways,10.0,Boeing 747-400 / 777-300,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,4.0,1,muc,hkt ,2016,August
Thai Airways,7.0,A380,Business,First Class,5.0,5.0,1.0,3.0,5.0,3.0,1,bkk,nrt,2016,July
Thai Airways,8.0,A380-800,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,3.0,5.0,1,bkk,lhr,2016,July
Thai Airways,7.0,A380,Business,First Class,5.0,5.0,2.0,4.0,1.0,2.0,1,kix,bkk,2016,July
Thai Airways,7.0,A380,Business,Business Class,4.0,4.0,3.0,1.0,4.0,4.0,1,cdg,bkk,2016,July
Thai Airways,10.0,Boeing 777-200 / 777-200ER,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,5.0,1,akl,ccu ,2016,July
Thai Airways,10.0,Boeing 777-200 / 777-200ER,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,5.0,1,ccu,akl ,2016,July
Thai Airways,7.0,Boeing 777,Business,Economy Class,4.0,4.0,4.0,5.0,4.0,4.0,1,bkk,mnl,2016,July
Thai Airways,10.0,A330,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,5.0,1,bkk,hkt,2016,July
Thai Airways,10.0,Boeing 777-200 / 777-200ER,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,5.0,5.0,1,ccu,akl ,2016,June
Thai Airways,8.0,Boeing 747 / Boeing 777-200,Couple Leisure,Economy Class,4.0,4.0,5.0,3.0,5.0,5.0,1,syd,dac ,2016,June
Thai Airways,9.0,Boeing 747-400,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,4.0,1,sin,bkk,2016,June
Thai Airways,9.0,747-400 and A380,Solo Leisure,Economy Class,5.0,4.0,4.0,3.0,4.0,5.0,1,syd,lhr ,2016,June
Thai Airways,8.0,A380,Business,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,lhr,bkk,00:00:00,2016-05-01
Thai Airways,1.0,A380,Family Leisure,First Class,4.0,2.0,3.0,3.0,3.0,2.0,-1,cdg,bkk,2016,April
Thai Airways,9.0,Boeing 777 / A330,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,cgk,bkk,00:00:00,2016-05-01
Thai Airways,8.0,A330 / Boeing 787,Solo Leisure,Business Class,4.0,4.0,3.0,4.0,4.0,4.0,1,hkg,per ,00:00:00,2016-05-01
Thai Airways,8.0,Boeing 787-8,Family Leisure,Business Class,4.0,5.0,4.0,2.0,4.0,4.0,1,cts,bkk,00:00:00,2016-05-01
Thai Airways,2.0,A380,Couple Leisure,Economy Class,3.0,1.0,1.0,3.0,4.0,1.0,-1,bkk,cdg,2016,April
Thai Airways,9.0,Boeing 777-200,Family Leisure,Economy Class,4.0,5.0,4.0,3.0,5.0,4.0,1,cgk,bkk,00:00:00,2016-05-01
Thai Airways,9.0,Boeing 777-200,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,4.0,5.0,1,akl,bkk,2016,April
Thai Airways,10.0,Boeing 777-200ER,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,5.0,1,fco,mel ,2016,April
Thai Airways,7.0,Boeing 777-300,Family Leisure,Economy Class,4.0,3.0,4.0,3.0,3.0,4.0,1,cmb,pvg ,2016,April
Thai Airways,6.0,A380,Business,Business Class,5.0,3.0,2.0,4.0,5.0,3.0,-1,bkk,cdg,2016,April
Thai Airways,10.0,A380,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,bkk,nrt,2016,March
Thai Airways,8.0,A380,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,4.0,1,lhr,bkk,2016,March
Thai Airways,7.0,Boeing 787-8,Family Leisure,Economy Class,4.0,4.0,2.0,4.0,4.0,4.0,1,bkk,sin,2016,February
Thai Airways,8.0,Boeing 787-8,Couple Leisure,Business Class,4.0,5.0,3.0,4.0,3.0,5.0,1,bkk,kix,2016,March
Thai Airways,6.0,Boeing 777-300ER,Business,Business Class,5.0,3.0,3.0,4.0,5.0,4.0,-1,can,bkk,2016,March
Thai Airways,9.0,A380,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,2.0,5.0,1,cdg,bkk,2016,March
Thai Airways,10.0,Boeing 777,Business,Business Class,4.0,5.0,5.0,3.0,4.0,4.0,1,lhr,bkk,2016,March
Thai Airways,7.0,A330-300,Business,Economy Class,4.0,3.0,4.0,4.0,4.0,4.0,1,bkk,nrt,2016,March
Thai Airways,7.0,Boeing 777-300,Family Leisure,Economy Class,4.0,4.0,1.0,4.0,4.0,4.0,1,bkk,pek,2016,January
Thai Airways,7.0,A380,Couple Leisure,Economy Class,4.0,2.0,2.0,4.0,3.0,3.0,1,rgn,lhr ,2016,February
Thai Airways,8.0,Boeing 787,Solo Leisure,Business Class,3.0,3.0,3.0,4.0,3.0,4.0,1,sin,bkk,2016,February
Thai Airways,8.0,Boeing 777-200,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,4.0,4.0,1,mel,bkk,2016,February
Thai Airways,3.0,A380,Business,Business Class,3.0,2.0,1.0,1.0,2.0,3.0,-1,fra,bkk,2016,February
Thai Airways,2.0,Boeing 747-400,Business,Business Class,1.0,3.0,1.0,1.0,2.0,1.0,-1,bkk,muc,2016,February
Thai Airways,8.0,A330-300,Solo Leisure,Business Class,3.0,4.0,4.0,3.0,4.0,4.0,1,cgk,bkk,2016,February
Thai Airways,9.0,A380,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,3.0,5.0,1,lhr,kbv ,2016,February
Thai Airways,8.0,A330-300,Couple Leisure,Economy Class,4.0,4.0,4.0,3.0,4.0,5.0,1,bkk,kbv,2016,January
Thai Airways,9.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,5.0,1,bkk,hkt,2016,January
Thai Airways,9.0,A380,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,cdg,bkk,2015,April
Thai Airways,9.0,Boeing 777-200,Business,Economy Class,5.0,5.0,4.0,4.0,4.0,5.0,1,sin,bkk,2016,January
Thai Airways,9.0,Boeing 777 / A380,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,4.0,4.0,1,akl,fra ,00:00:00,2015-05-01
Thai Airways,5.0,Boeing 777-200ER,Solo Leisure,Business Class,2.0,4.0,3.0,3.0,3.0,3.0,-1,bkk,akl,2016,January
Thai Airways,5.0,A380 / A330,Family Leisure,Economy Class,3.0,1.0,3.0,3.0,5.0,3.0,1,dxb,hkg ,2016,January
Thai Airways,4.0,A380 / A330,Family Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,4.0,-1,hkg,bkk,2016,January
Thai Airways,10.0,Boeing 747,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,kix,bkk,2015,December
Thai Airways,8.0,A380,Solo Leisure,Economy Class,1.0,4.0,4.0,4.0,4.0,3.0,1,lhr,bkk,2015,December
Thai Airways,8.0,A380,Business,Economy Class,4.0,5.0,5.0,4.0,4.0,4.0,1,hkg,bkk,2015,October
Thai Airways,6.0,Boeing 747-400,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,4.0,4.0,1,pek,bkk,2015,December
Thai Airways,9.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bkk,cnx,2015,November
Thai Airways,9.0,Boeing 787,Family Leisure,Business Class,5.0,5.0,4.0,4.0,4.0,4.0,1,bkk,per,2015,December
Thai Airways,9.0,A330,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,3.0,1,nrt,bkk,2015,December
Thai Airways,9.0,A380,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,4.0,1,bkk,nrt,2015,November
Thai Airways,9.0,Boeing 747-400,Family Leisure,First Class,5.0,5.0,4.0,5.0,5.0,4.0,1,singapore,bangkok,2015,December
Thai Airways,9.0,Boeing 777,Business,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,colombo,bangkok,2015,November
Thai Airways,9.0,Boeing 747-400,Solo Leisure,First Class,5.0,4.0,4.0,3.0,5.0,4.0,1,bangkok,hong kong,2015,December
Thai Airways,8.0,Boeing 777-300,Solo Leisure,Economy Class,4.0,3.0,5.0,4.0,4.0,5.0,-1,ngo,sin ,2015,December
Thai Airways,6.0,Boeing 747-400 and A330,Couple Leisure,Business Class,1.0,2.0,2.0,1.0,3.0,4.0,1,sydney,dubai ,2015,December
Thai Airways,5.0,A330 / Boeing 747,Family Leisure,Economy Class,2.0,4.0,4.0,2.0,1.0,4.0,-1,isb,syd ,2015,December
Thai Airways,5.0,Boeing 777-300,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,2.0,2.0,1,osl,mnl ,2015,December
Thai Airways,8.0,Boeing 777-300 / 747-400,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,3.0,4.0,1,sin,osl ,2015,November
Thai Airways,4.0,A380,Couple Leisure,Business Class,4.0,4.0,1.0,3.0,4.0,3.0,1,bkk,lhr,2015,November
Thai Airways,7.0,Boeing 747-400 / 777-300,Solo Leisure,Economy Class,4.0,3.0,5.0,3.0,5.0,3.0,1,singapore,bangkok,2015,November
Thai Airways,5.0,A380,Couple Leisure,Business Class,4.0,5.0,1.0,3.0,4.0,3.0,1,bkk,lhr,2015,November
Thai Airways,5.0,A380,Couple Leisure,Business Class,4.0,5.0,1.0,3.0,4.0,3.0,1,lhr,bkk,2015,November
Thai Airways,9.0,Boeing 787,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,5.0,4.0,1,singapore,bangkok,2015,November
Thai Airways,7.0,A380,Couple Leisure,Economy Class,3.0,5.0,2.0,4.0,4.0,3.0,1,lhr,bkk,2015,November
Thai Airways,9.0,A380,Business,Business Class,5.0,5.0,4.0,4.0,5.0,5.0,1,fra,bkk,2015,October
Thai Airways,9.0,Boeing 747-400,Solo Leisure,First Class,5.0,5.0,5.0,3.0,5.0,4.0,1,bangkok,hong kong,2015,October
Thai Airways,8.0,Boeing 787,Solo Leisure,Business Class,4.0,4.0,4.0,3.0,4.0,4.0,1,kuala lumpur,bangkok,2015,October
Thai Airways,10.0,Boeing 773,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,singapore,bangkok,2015,October
Thai Airways,10.0,Boeing 777-200,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,4.0,5.0,1,kathmandu,bangkok,2015,October
Thai Airways,7.0,A330 / Boeing 777-300,Solo Leisure,Economy Class,4.0,3.0,3.0,3.0,4.0,4.0,1,icn,bkk,2015,September
Thai Airways,8.0,Boeing 747-400,Business,Economy Class,4.0,4.0,4.0,3.0,4.0,4.0,1,bangkok,haneda,2015,October
Thai Airways,6.0,A380,Solo Leisure,Business Class,5.0,5.0,3.0,5.0,3.0,3.0,1,cdg,bkk,2015,September
Thai Airways,3.0,Boeing 777-200ER,Couple Leisure,Business Class,1.0,4.0,1.0,1.0,4.0,1.0,-1,bangkok,melbourne,2015,October
Thai Airways,8.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,3.0,5.0,1,perth,hanoi ,2015,September
Thai Airways,10.0,777 200ER,Couple Leisure,Business Class,4.0,5.0,5.0,3.0,4.0,5.0,1,bne,bkk,2015,September
Thai Airways,6.0,A330-300,Family Leisure,Economy Class,3.0,5.0,4.0,1.0,5.0,4.0,1,krabi,bangkok,2015,August
Thai Airways,9.0,B777-300ER,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,3.0,4.0,1,oslo,bangkok,2015,July
Thai Airways,7.0,A320-200,Family Leisure,Economy Class,4.0,5.0,2.0,2.0,4.0,3.0,1,bangkok,krabi,2015,August
Thai Airways,9.0,A380,Couple Leisure,First Class,5.0,5.0,4.0,5.0,5.0,5.0,1,bangkok,london,2015,September
Thai Airways,7.0,Boeing 777,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,brisbane,bangkok,2015,September
Thai Airways,8.0,Boeing 777,Business,Economy Class,3.0,5.0,3.0,4.0,3.0,4.0,1,singapore,bangkok,2015,September
Thai Airways,5.0,Boeing 777,Solo Leisure,Business Class,2.0,4.0,3.0,2.0,3.0,3.0,-1,auckland,bangkok,2015,September
Thai Airways,10.0,"Boeing 200, Boeing 300-ER",Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,melbourne,bangkok,2015,September
Thai Airways,7.0,Boeing 777,Family Leisure,Business Class,2.0,5.0,2.0,5.0,4.0,4.0,1,brussels,ho chi minh ,2015,August
Thai Airways,6.0,A380 / A320,Solo Leisure,Economy Class,3.0,3.0,1.0,3.0,4.0,4.0,1,lhr,kbv ,2015,August
Thai Airways,3.0,Boeing 787,Business,Business Class,2.0,2.0,3.0,3.0,1.0,3.0,-1,han,muc ,2015,August
Thai Airways,9.0,Boeing 787,Business,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,tokyo,bangkok,2015,August
Thai Airways,2.0,A380,Family Leisure,Economy Class,1.0,1.0,2.0,1.0,2.0,1.0,-1,munich,bangkok,2015,August
Thai Airways,9.0,A380,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,5.0,-1,bkk,nrt,2015,August
Thai Airways,4.0,A380,Couple Leisure,Business Class,1.0,2.0,2.0,2.0,2.0,2.0,-1,paris,bangkok,2015,August
Thai Airways,6.0,Boeing 777-300,Business,Business Class,3.0,3.0,2.0,2.0,4.0,3.0,-1,jakarta,bangkok,2015,August
Thai Airways,3.0,A330,Couple Leisure,Business Class,3.0,3.0,2.0,1.0,3.0,2.0,-1,bangkok,brussels,2015,June
Thai Airways,8.0,A380-00,Family Leisure,Economy Class,5.0,3.0,4.0,4.0,4.0,4.0,1,london,bangkok,2015,July
Thai Airways,5.0,A330-300,Family Leisure,First Class,3.0,2.0,4.0,2.0,2.0,4.0,1,hong kong,phuket,2015,July
Thai Airways,7.0,Boeing 747,Business,First Class,4.0,3.0,3.0,2.0,5.0,3.0,1,bangkok,haneda,2015,August
Thai Airways,3.0,A380,Solo Leisure,Business Class,4.0,2.0,1.0,3.0,1.0,3.0,-1,cdg,bkk,2015,July
Thai Airways,9.0,Boeing 777-300,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,"guanzhou, china","bangkok, thailand",2015,July
